,instruction,input,output
1600,COL CCN VAL 06T010 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL CCN VAL 06T010 ,14T223
1601,COL CCN VAL 14T223 COL Facility VAL PALMDALE REGIONAL MEDICAL CTR COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL Facility VAL PALMDALE REGIONAL MEDICAL CTR ,ADVOCATE LUTHERAN GENERAL HOSPITAL
1602,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 14561 NORTH OUTER FORTY COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL Address1 VAL 14561 NORTH OUTER FORTY ,1775 WEST DEMPTER
1603,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL KOKOMO COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL City VAL KOKOMO ,PARK RIDGE
1604,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL CA COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL State VAL CA ,IL
1605,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 12308 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL ZipCode VAL 12308 ,60068
1606,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cheshire COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL County VAL Cheshire ,Cook
1607,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (870) 508-3393 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL PhoneNumber VAL (870) 508-3393 ,(847) 723-7218
1608,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 2 COL Condition VAL Spinal cord injury (traumatic) ,COL CMSRegion VAL 2 ,5
1609,COL CCN VAL 14T223 COL Facility VAL ADVOCATE LUTHERAN GENERAL HOSPITAL COL Address1 VAL 1775 WEST DEMPTER COL City VAL PARK RIDGE COL State VAL IL COL ZipCode VAL 60068 COL County VAL Cook COL PhoneNumber VAL (847) 723-7218 COL CMSRegion VAL 5 COL Condition VAL Sroke ,COL Condition VAL Sroke ,Hip or femur fracture
1610,COL CCN VAL 36T155 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL CCN VAL 36T155 ,14T228
1611,COL CCN VAL 14T228 COL Facility VAL LAFAYETTE REGIONAL REHABILITATION HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL Facility VAL LAFAYETTE REGIONAL REHABILITATION HOSPITAL ,SWEDISH AMERICAN HOSPITAL
1612,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 601 E. 14TH ST. COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL Address1 VAL 601 E. 14TH ST. ,1401 EAST STATE STREET
1613,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL BILLINGS COL State VAL IL COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL City VAL BILLINGS ,ROCKFORD
1614,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL NJ COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL State VAL NJ ,IL
1615,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 70403 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL ZipCode VAL 70403 ,61104
1616,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 61104 COL County VAL Bucks COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL County VAL Bucks ,Winnebago
1617,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (601) 443-2570 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL PhoneNumber VAL (601) 443-2570 ,(815) 968-4400
1618,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 6 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL CMSRegion VAL 6 ,5
1619,COL CCN VAL 14T228 COL Facility VAL SWEDISH AMERICAN HOSPITAL COL Address1 VAL 1401 EAST STATE STREET COL City VAL ROCKFORD COL State VAL IL COL ZipCode VAL 61104 COL County VAL Winnebago COL PhoneNumber VAL (815) 968-4400 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Condition VAL Nervous system disorder (excluding stroke) ,All other conditions
1620,COL CCN VAL 05T135 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL CCN VAL 05T135 ,14T258
1621,COL CCN VAL 14T258 COL Facility VAL REHABILITATION HOSPITAL OF NORTHWEST OHIO LLC COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL Facility VAL REHABILITATION HOSPITAL OF NORTHWEST OHIO LLC ,ALEXIAN BROTHERS MEDICAL CENTER
1622,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL SAVANNAH COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL Address1 VAL SAVANNAH ,800 W BIESTERFIELD RD
1623,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL 1000 4TH ST SW COL State VAL IL COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL City VAL 1000 4TH ST SW ,ELK GROVE VILLAGE
1624,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL MA COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL State VAL MA ,IL
1625,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 72032 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL ZipCode VAL 72032 ,60007
1626,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 60007 COL County VAL Kngs COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL County VAL Kngs ,Cook
1627,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (702) 656-0467 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL PhoneNumber VAL (702) 656-0467 ,(847) 437-5500
1628,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL  COL Condition VAL All other conditions ,COL CMSRegion VAL  ,5
1629,COL CCN VAL 14T258 COL Facility VAL ALEXIAN BROTHERS MEDICAL CENTER COL Address1 VAL 800 W BIESTERFIELD RD COL City VAL ELK GROVE VILLAGE COL State VAL IL COL ZipCode VAL 60007 COL County VAL Cook COL PhoneNumber VAL (847) 437-5500 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL Condition VAL Spinal cord disease or condition (non-traumatic) ,Stroke
1630,COL CCN VAL 36T218 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL CCN VAL 36T218 ,153028
1631,COL CCN VAL 153028 COL Facility VAL JW SOMMER REHABILITATION UNIT COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL Facility VAL JW SOMMER REHABILITATION UNIT ,REHABILITATION HOSPITAL OF INDIANA INC
1632,COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 300 SEASIDE AVENUE COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL Address1 VAL 300 SEASIDE AVENUE ,4141 SHORE DR
1633,COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL HICKORY COL State VAL IN COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Hip or femur fracture ,COL City VAL HICKORY ,INDIANAPOLIS
1634,"COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL NJ COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL State VAL NJ ,IN
1635,COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 39301 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL ZipCode VAL 39301 ,46254
1636,COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 46254 COL County VAL S. Mary COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL County VAL S. Mary ,Marion
1637,COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (18) 281-4531 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL PhoneNumber VAL (18) 281-4531 ,(317) 329-2000
1638,"COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 2 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",COL CMSRegion VAL 2 ,5
1639,COL CCN VAL 153028 COL Facility VAL REHABILITATION HOSPITAL OF INDIANA INC COL Address1 VAL 4141 SHORE DR COL City VAL INDIANAPOLIS COL State VAL IN COL ZipCode VAL 46254 COL County VAL Marion COL PhoneNumber VAL (317) 329-2000 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL Condition VAL Spinal cord injury (traumatic) ,"Hip or knee replacement, amputation or other bone or joint condition"
1640,COL CCN VAL 18T029 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL CCN VAL 18T029 ,153037
1641,COL CCN VAL 153037 COL Facility VAL CAROLINAS MEDICAL CENTER COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL Facility VAL CAROLINAS MEDICAL CENTER ,SOUTHERN INDIANA REHABILITATION HOSPITAL
1642,COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL JACKSONVILLE COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL Address1 VAL JACKSONVILLE ,3104 BLACKISTON BLVD
1643,COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL AMES COL State VAL IN COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL City VAL AMES ,NEW ALBANY
1644,COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL DC COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL State VAL DC ,IN
1645,COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 19152 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Spinal cord injury (traumatic) ,COL ZipCode VAL 19152 ,47150
1646,COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 47150 COL County VAL Pinellas COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Spinal cord disease or condition (non-traumatic) ,COL County VAL Pinellas ,Floyd
1647,COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (25) 387-7000 COL CMSRegion VAL 5 COL Condition VAL Brain disease or condition (non-traumatic) ,COL PhoneNumber VAL (25) 387-7000 ,(812) 941-6106
1648,COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 3 COL Condition VAL Brain injury (traumatic) ,COL CMSRegion VAL 3 ,5
1649,"COL CCN VAL 153037 COL Facility VAL SOUTHERN INDIANA REHABILITATION HOSPITAL COL Address1 VAL 3104 BLACKISTON BLVD COL City VAL NEW ALBANY COL State VAL IN COL ZipCode VAL 47150 COL County VAL Floyd COL PhoneNumber VAL (812) 941-6106 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ","COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",Spinal cord disease or condition (non-traumatic)
1650,COL CCN VAL 363042 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL Brain injury (traumatic) ,COL CCN VAL 363042 ,153044
1651,COL CCN VAL 153044 COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL Facility VAL ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMO ,COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO
1652,COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL REGIONAL REHAB CENTER COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL Stroke ,COL Address1 VAL REGIONAL REHAB CENTER ,607 SOUTH GREENWOOD SPRINGS DRIVE
1653,COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL VALLEJO COL State VAL IN COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL City VAL VALLEJO ,GREENWOOD
1654,COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL D COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL State VAL D ,IN
1655,COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 8909 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL All other conditions ,COL ZipCode VAL 8909 ,46143
1656,COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 46143 COL County VAL Mercer COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL County VAL Mercer ,Johnson
1657,COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (904) 639-1833 COL CMSRegion VAL 5 COL Condition VAL Nervous system disorder (excluding stroke) ,COL PhoneNumber VAL (904) 639-1833 ,(317) 215-3808
1658,COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 1 COL Condition VAL Spinal cord injury (traumatic) ,COL CMSRegion VAL 1 ,5
1659,"COL CCN VAL 153044 COL Facility VAL COMMUNITY HEALTH NETWORK REHABILITATION HOSP SO COL Address1 VAL 607 SOUTH GREENWOOD SPRINGS DRIVE COL City VAL GREENWOOD COL State VAL IN COL ZipCode VAL 46143 COL County VAL Johnson COL PhoneNumber VAL (317) 215-3808 COL CMSRegion VAL 5 COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ","COL Condition VAL Hip or knee replacement, amputation or other bone or joint condition ",Stroke
